label,Column1,id,form_id,name,form,alias,image_name,category,weight,height,type_1,type_2,ability_1,ability_2,ability_3,last_gen,H,A,B,C,D,S
562.0,0666-000,666,0,ビビヨン,こうやのもよう,ビビヨン,pm0666_21_00_00.png,りんぷんポケモン,17.0,1.2,むし,ひこう,りんぷん,ふくがん,フレンドガード,9,80,52,50,90,50,89
563.0,0666-000,666,0,ビビヨン,さじんのもよう,ビビヨン,pm0666_22_00_00.png,りんぷんポケモン,17.0,1.2,むし,ひこう,りんぷん,ふくがん,フレンドガード,9,80,52,50,90,50,89
564.0,0666-000,666,0,ビビヨン,たいがのもよう,ビビヨン,pm0666_23_00_00.png,りんぷんポケモン,17.0,1.2,むし,ひこう,りんぷん,ふくがん,フレンドガード,9,80,52,50,90,50,89
565.0,0666-000,666,0,ビビヨン,スコールのもよう,ビビヨン,pm0666_24_00_00.png,りんぷんポケモン,17.0,1.2,むし,ひこう,りんぷん,ふくがん,フレンドガード,9,80,52,50,90,50,89
566.0,0666-000,666,0,ビビヨン,サバンナのもよう,ビビヨン,pm0666_25_00_00.png,りんぷんポケモン,17.0,1.2,むし,ひこう,りんぷん,ふくがん,フレンドガード,9,80,52,50,90,50,89
567.0,0666-000,666,0,ビビヨン,たいようのもよう,ビビヨン,pm0666_26_00_00.png,りんぷんポケモン,17.0,1.2,むし,ひこう,りんぷん,ふくがん,フレンドガード,9,80,52,50,90,50,89
568.0,0666-000,666,0,ビビヨン,オーシャンのもよう,ビビヨン,pm0666_27_00_00.png,りんぷんポケモン,17.0,1.2,むし,ひこう,りんぷん,ふくがん,フレンドガード,9,80,52,50,90,50,89
569.0,0666-000,666,0,ビビヨン,ジャングルのもよう,ビビヨン,pm0666_28_00_00.png,りんぷんポケモン,17.0,1.2,むし,ひこう,りんぷん,ふくがん,フレンドガード,9,80,52,50,90,50,89
570.0,0666-000,666,0,ビビヨン,ファンシーなもよう,ビビヨン,pm0666_29_00_00.png,りんぷんポケモン,17.0,1.2,むし,ひこう,りんぷん,ふくがん,フレンドガード,9,80,52,50,90,50,89
571.0,0666-000,666,0,ビビヨン,ボールもよう,ビビヨン,pm0666_30_00_00.png,りんぷんポケモン,17.0,1.2,むし,ひこう,りんぷん,ふくがん,フレンドガード,9,80,52,50,90,50,89
547.0,0667-000,667,0,シシコ,,シシコ,pm0667_00_00_00.png,わかじしポケモン,13.5,0.6,ほのお,ノーマル,とうそうしん,きんちょうかん,じしんかじょう,9,62,50,58,73,54,72
548.0,0668-000,668,0,カエンジシ,,カエンジシ,pm0668_00_00_00.png,おうじゃポケモン,81.5,1.5,ほのお,ノーマル,とうそうしん,きんちょうかん,じしんかじょう,9,86,68,72,109,66,106
549.0,0668-000,668,0,カエンジシ,,カエンジシ,pm0668_01_00_00.png,おうじゃポケモン,81.5,1.5,ほのお,ノーマル,とうそうしん,きんちょうかん,じしんかじょう,9,86,68,72,109,66,106
574.0,0669-000,669,0,フラベベ,あかいはな,フラベベ,pm0669_11_00_00.png,いちりんポケモン,0.1,0.1,フェアリー,,フラワーベール,きょうせい,,9,44,38,39,61,79,42
575.0,0669-000,669,0,フラベベ,きいろのはな,フラベベ,pm0669_12_00_00.png,いちりんポケモン,0.1,0.1,フェアリー,,フラワーベール,きょうせい,,9,44,38,39,61,79,42
576.0,0669-000,669,0,フラベベ,オレンジいろのはな,フラベベ,pm0669_13_00_00.png,いちりんポケモン,0.1,0.1,フェアリー,,フラワーベール,きょうせい,,9,44,38,39,61,79,42
577.0,0669-000,669,0,フラベベ,あおいはな,フラベベ,pm0669_14_00_00.png,いちりんポケモン,0.1,0.1,フェアリー,,フラワーベール,きょうせい,,9,44,38,39,61,79,42
578.0,0669-000,669,0,フラベベ,しろいはな,フラベベ,pm0669_15_00_00.png,いちりんポケモン,0.1,0.1,フェアリー,,フラワーベール,きょうせい,,9,44,38,39,61,79,42
579.0,0670-000,670,0,フラエッテ,あかいはな,フラエッテ,pm0670_11_00_00.png,いちりんポケモン,0.9,0.2,フェアリー,,フラワーベール,きょうせい,,9,54,45,47,75,98,52
580.0,0670-000,670,0,フラエッテ,きいろのはな,フラエッテ,pm0670_12_00_00.png,いちりんポケモン,0.9,0.2,フェアリー,,フラワーベール,きょうせい,,9,54,45,47,75,98,52
581.0,0670-000,670,0,フラエッテ,オレンジいろのはな,フラエッテ,pm0670_13_00_00.png,いちりんポケモン,0.9,0.2,フェアリー,,フラワーベール,きょうせい,,9,54,45,47,75,98,52
582.0,0670-000,670,0,フラエッテ,あおいはな,フラエッテ,pm0670_14_00_00.png,いちりんポケモン,0.9,0.2,フェアリー,,フラワーベール,きょうせい,,9,54,45,47,75,98,52
583.0,0670-000,670,0,フラエッテ,しろいはな,フラエッテ,pm0670_15_00_00.png,いちりんポケモン,0.9,0.2,フェアリー,,フラワーベール,きょうせい,,9,54,45,47,75,98,52
584.0,0671-000,671,0,フラージェス,あかいはな,フラージェス,pm0671_11_00_00.png,ガーデンポケモン,10.0,1.1,フェアリー,,フラワーベール,きょうせい,,9,78,65,68,112,154,75
585.0,0671-000,671,0,フラージェス,きいろのはな,フラージェス,pm0671_12_00_00.png,ガーデンポケモン,10.0,1.1,フェアリー,,フラワーベール,きょうせい,,9,78,65,68,112,154,75
586.0,0671-000,671,0,フラージェス,オレンジいろのはな,フラージェス,pm0671_13_00_00.png,ガーデンポケモン,10.0,1.1,フェアリー,,フラワーベール,きょうせい,,9,78,65,68,112,154,75
587.0,0671-000,671,0,フラージェス,あおいはな,フラージェス,pm0671_14_00_00.png,ガーデンポケモン,10.0,1.1,フェアリー,,フラワーベール,きょうせい,,9,78,65,68,112,154,75
588.0,0671-000,671,0,フラージェス,しろいはな,フラージェス,pm0671_15_00_00.png,ガーデンポケモン,10.0,1.1,フェアリー,,フラワーベール,きょうせい,,9,78,65,68,112,154,75
601.0,0672-000,672,0,メェークル,,メェークル,pm0672_00_00_00.png,ライドポケモン,31.0,0.9,くさ,,そうしょく,くさのけがわ,,9,66,65,48,62,57,52
602.0,0673-000,673,0,ゴーゴート,,ゴーゴート,pm0673_00_00_00.png,ライドポケモン,91.0,1.7,くさ,,そうしょく,くさのけがわ,,9,123,100,62,97,81,68
,0674-000,674,0,ヤンチャム,,ヤンチャム,,やんちゃポケモン,8.0,0.6,かくとう,,てつのこぶし,かたやぶり,きもったま,8,67,82,62,46,48,43
,0675-000,675,0,ゴロンダ,,ゴロンダ,,こわもてポケモン,136.0,2.1,かくとう,あく,てつのこぶし,かたやぶり,きもったま,8,95,124,78,69,71,58
,0676-000,676,0,トリミアン,やせいのすがた,トリミアン,,プードルポケモン,28.0,1.2,ノーマル,,ファーコート,,,7,75,80,60,65,90,102
603.0,0677-000,677,0,ニャスパー,,ニャスパー,pm0677_00_00_00.png,じせいポケモン,3.5,0.3,エスパー,,するどいめ,すりぬけ,マイペース,9,62,48,54,63,60,68
604.0,0678-000,678,0,ニャオニクス,オスのすがた,ニャオニクス(オス),pm0678_00_00_00.png,よくせいポケモン,8.5,0.6,エスパー,,するどいめ,すりぬけ,いたずらごころ,9,74,48,76,83,81,104
605.0,0678-001,678,1,ニャオニクス,メスのすがた,ニャオニクス(メス),pm0678_01_00_00.png,よくせいポケモン,8.5,0.6,エスパー,,するどいめ,すりぬけ,かちき,9,74,48,76,83,81,104
,0679-000,679,0,ヒトツキ,,ヒトツキ,,とうけんポケモン,2.0,0.8,はがね,ゴースト,ノーガード,,,8,45,80,100,35,37,28
,0680-000,680,0,ニダンギル,,ニダンギル,,とうけんポケモン,4.5,0.8,はがね,ゴースト,ノーガード,,,8,59,110,150,45,49,35
,0681-000,681,0,ギルガルド,シールドフォルム,ギルガルド(シールド),,おうけんポケモン,53.0,1.7,はがね,ゴースト,バトルスイッチ,,,8,60,50,140,50,140,60
,0681-001,681,1,ギルガルド,ブレードフォルム,ギルガルド(ブレード),,おうけんポケモン,53.0,1.7,はがね,ゴースト,バトルスイッチ,,,8,60,140,50,140,50,60
,0682-000,682,0,シュシュプ,,シュシュプ,,こうすいポケモン,0.5,0.2,フェアリー,,いやしのこころ,アロマベール,,8,78,52,60,63,65,23
,0683-000,683,0,フレフワン,,フレフワン,,ほうこうポケモン,15.5,0.8,フェアリー,,いやしのこころ,アロマベール,,8,101,72,72,99,89,29
,0684-000,684,0,ペロッパフ,,ペロッパフ,,わたあめポケモン,3.5,0.4,フェアリー,,スイートベール,かるわざ,,8,62,48,66,59,57,49
,0685-000,685,0,ペロリーム,,ペロリーム,,ホイップポケモン,5.0,0.8,フェアリー,,スイートベール,かるわざ,,8,82,80,86,85,75,72
599.0,0686-000,686,0,マーイーカ,,マーイーカ,pm0686_00_00_00.png,かいてんポケモン,3.5,0.4,あく,エスパー,あまのじゃく,きゅうばん,すりぬけ,9,53,54,53,37,46,45
600.0,0687-000,687,0,カラマネロ,,カラマネロ,pm0687_00_00_00.png,ぎゃくてんポケモン,47.0,1.5,あく,エスパー,あまのじゃく,きゅうばん,すりぬけ,9,86,92,88,68,75,73
,0688-000,688,0,カメテテ,,カメテテ,,ふたてポケモン,31.0,0.5,いわ,みず,かたいツメ,スナイパー,わるいてぐせ,8,42,52,67,39,56,50
,0689-000,689,0,ガメノデス,,ガメノデス,,しゅうごうポケモン,96.0,1.3,いわ,みず,かたいツメ,スナイパー,わるいてぐせ,8,72,105,115,54,86,68
572.0,0690-000,690,0,クズモー,,クズモー,pm0690_00_00_00.png,クサモドキポケモン,7.3,0.5,どく,みず,どくのトゲ,どくしゅ,てきおうりょく,9,50,60,60,60,60,30
573.0,0691-000,691,0,ドラミドロ,,ドラミドロ,pm0691_00_00_00.png,クサモドキポケモン,81.5,1.8,どく,ドラゴン,どくのトゲ,どくしゅ,てきおうりょく,9,65,75,90,97,123,44
613.0,0692-000,692,0,ウデッポウ,,ウデッポウ,pm0692_00_00_00.png,みずでっぽうポケモン,8.3,0.5,みず,,メガランチャー,,,9,50,53,62,58,63,44
614.0,0693-000,693,0,ブロスター,,ブロスター,pm0693_00_00_00.png,ランチャーポケモン,35.3,1.3,みず,,メガランチャー,,,9,71,73,88,120,89,59
,0694-000,694,0,エリキテル,,エリキテル,,はつでんポケモン,6.0,0.5,でんき,ノーマル,かんそうはだ,すながくれ,サンパワー,8,44,38,33,61,43,70
,0695-000,695,0,エレザード,,エレザード,,はつでんポケモン,21.0,1.0,でんき,ノーマル,かんそうはだ,すながくれ,サンパワー,8,62,55,52,109,94,109
,0696-000,696,0,チゴラス,,チゴラス,,ようくんポケモン,26.0,0.8,いわ,ドラゴン,がんじょうあご,がんじょう,,8,58,89,77,45,45,48
,0697-000,697,0,ガチゴラス,,ガチゴラス,,ぼうくんポケモン,270.0,2.5,いわ,ドラゴン,がんじょうあご,いしあたま,,8,82,121,119,69,59,71
,0698-000,698,0,アマルス,,アマルス,,ツンドラポケモン,25.2,1.3,いわ,こおり,フリーズスキン,ゆきふらし,,8,77,59,50,67,63,46
,0699-000,699,0,アマルルガ,,アマルルガ,,ツンドラポケモン,225.0,2.7,いわ,こおり,フリーズスキン,ゆきふらし,,8,123,77,72,99,92,58
624.0,0700-000,700,0,ニンフィア,,ニンフィア,pm0700_00_00_00.png,むすびつきポケモン,23.5,1.0,フェアリー,,メロメロボディ,フェアリースキン,,9,95,65,65,110,130,60
616.0,0701-000,701,0,ルチャブル,,ルチャブル,pm0701_00_00_00.png,レスリングポケモン,21.5,0.8,かくとう,ひこう,じゅうなん,かるわざ,かたやぶり,9,78,92,75,74,63,118
606.0,0702-000,702,0,デデンネ,,デデンネ,pm0702_00_00_00.png,アンテナポケモン,2.2,0.2,でんき,フェアリー,ほおぶくろ,ものひろい,プラス,9,67,58,57,81,67,101
623.0,0703-000,703,0,メレシー,,メレシー,pm0703_00_00_00.png,ほうせきポケモン,5.7,0.3,いわ,フェアリー,クリアボディ,がんじょう,,9,50,50,150,50,150,50
618.0,0704-000,704,0,ヌメラ,,ヌメラ,pm0704_00_00_00.png,なんたいポケモン,2.8,0.3,ドラゴン,,そうしょく,うるおいボディ,ぬめぬめ,9,45,50,35,55,75,40
619.0,0705-000,705,0,ヌメイル,,ヌメイル,pm0705_00_00_00.png,なんたいポケモン,17.5,0.8,ドラゴン,,そうしょく,うるおいボディ,ぬめぬめ,9,68,75,53,83,113,60
620.0,0705-001,705,1,ヌメイル,ヒスイのすがた,ヌメイル(ヒスイ),pm0705_00_41_00.png,マイマイポケモン,68.5,0.7,はがね,ドラゴン,そうしょく,シェルアーマー,ぬめぬめ,9,58,75,83,83,113,40
621.0,0706-000,706,0,ヌメルゴン,,ヌメルゴン,pm0706_00_00_00.png,ドラゴンポケモン,150.5,2.0,ドラゴン,,そうしょく,うるおいボディ,ぬめぬめ,9,90,100,70,110,150,80
622.0,0706-001,706,1,ヌメルゴン,ヒスイのすがた,ヌメルゴン(ヒスイ),pm0706_00_41_00.png,からこもりポケモン,334.1,1.7,はがね,ドラゴン,そうしょく,シェルアーマー,ぬめぬめ,9,80,100,100,110,150,60
615.0,0707-000,707,0,クレッフィ,,クレッフィ,pm0707_00_00_00.png,かぎたばポケモン,3.0,0.2,はがね,フェアリー,いたずらごころ,マジシャン,,9,57,80,91,80,87,75
545.0,0708-000,708,0,ボクレー,,ボクレー,pm0708_00_00_00.png,きりかぶポケモン,7.0,0.4,ゴースト,くさ,しぜんかいふく,おみとおし,しゅうかく,9,43,70,48,50,60,38
546.0,0709-000,709,0,オーロット,,オーロット,pm0709_00_00_00.png,ろうぼくポケモン,71.0,1.5,ゴースト,くさ,しぜんかいふく,おみとおし,しゅうかく,9,85,110,76,65,82,56
,0710-000,710,0,バケッチャ,ふつうのサイズ,バケッチャ(ふつう),,かぼちゃポケモン,5.0,0.4,ゴースト,くさ,ものひろい,おみとおし,ふみん,8,49,66,70,44,55,51
,0710-001,710,1,バケッチャ,ちいさいサイズ,バケッチャ(ちいさい),,,0.0,0.0,,,ふみん,,,8,44,66,70,44,55,56
,0710-002,710,2,バケッチャ,おおきいサイズ,バケッチャ(おおきい),,,0.0,0.0,,,ふみん,,,8,54,66,70,44,55,46
,0710-003,710,3,バケッチャ,とくだいサイズ,バケッチャ(とくだい),,,0.0,0.0,,,ふみん,,,8,59,66,70,44,55,41
,0711-000,711,0,パンプジン,ふつうのサイズ,パンプジン(ふつう),,かぼちゃポケモン,12.5,0.9,ゴースト,くさ,ものひろい,おみとおし,ふみん,8,65,90,122,58,75,84
,0711-001,711,1,パンプジン,ちいさいサイズ,パンプジン(ちいさい),,,0.0,0.0,,,ふみん,,,8,55,85,122,58,75,99
,0711-002,711,2,パンプジン,おおきいサイズ,パンプジン(おおきい),,,0.0,0.0,,,ふみん,,,8,75,95,122,58,75,69
,0711-003,711,3,パンプジン,とくだいサイズ,パンプジン(とくだい),,,0.0,0.0,,,ふみん,,,8,85,100,122,58,75,54
607.0,0712-000,712,0,カチコール,,カチコール,pm0712_00_00_00.png,ひょうかいポケモン,99.5,1.0,こおり,,マイペース,アイスボディ,がんじょう,9,55,69,85,32,35,28
608.0,0713-000,713,0,クレベース,,クレベース,pm0713_00_00_00.png,ひょうざんポケモン,505.0,2.0,こおり,,マイペース,アイスボディ,がんじょう,9,95,117,184,44,46,28
609.0,0713-001,713,1,クレベース,ヒスイのすがた,クレベース(ヒスイ),pm0713_00_41_00.png,ひょうざんポケモン,262.4,1.4,こおり,いわ,がんじょうあご,アイスボディ,がんじょう,9,95,127,184,34,36,38
589.0,0714-000,714,0,オンバット,,オンバット,pm0714_00_00_00.png,おんぱポケモン,8.0,0.5,ひこう,ドラゴン,おみとおし,すりぬけ,テレパシー,9,40,30,35,45,40,55
617.0,0715-000,715,0,オンバーン,,オンバーン,pm0715_00_00_00.png,おんぱポケモン,85.0,1.5,ひこう,ドラゴン,おみとおし,すりぬけ,テレパシー,9,85,70,80,97,80,123
,0716-000,716,0,ゼルネアス,リラックスモード,ゼルネアス,,せいめいポケモン,215.0,3.0,フェアリー,,フェアリーオーラ,,,8,126,131,95,131,98,99
,0717-000,717,0,イベルタル,,イベルタル,,はかいポケモン,203.0,5.8,あく,ひこう,ダークオーラ,,,8,126,131,95,131,98,99
,0718-000,718,0,ジガルデ,５０％フォルム,ジガルデ(５０％),,ちつじょポケモン,305.0,5.0,ドラゴン,じめん,オーラブレイク,スワームチェンジ,,8,108,100,121,81,95,95
,0718-001,718,1,ジガルデ,１０％フォルム,ジガルデ(１０％),,ちつじょポケモン,33.5,1.2,ドラゴン,じめん,オーラブレイク,スワームチェンジ,,8,54,100,71,61,85,115
,0718-004,718,4,ジガルデ,パーフェクトフォルム,ジガルデ(パーフェクト),,ちつじょポケモン,610.0,4.5,ドラゴン,じめん,スワームチェンジ,,,8,216,100,121,91,95,85
625.0,0719-000,719,0,ディアンシー,,ディアンシー,pm0719_00_00_00.png,ほうせきポケモン,8.8,0.7,いわ,フェアリー,クリアボディ,,,9,50,100,150,100,150,50
,0719-001,719,1,ディアンシー,メガディアンシー,メガディアンシー,,ほうせきポケモン,27.8,1.1,いわ,フェアリー,マジックミラー,クリアボディ,,7,50,100,150,100,150,50
627.0,0720-000,720,0,フーパ,いましめられしフーパ,フーパ(いましめられし),pm0720_11_00_00.png,いたずらポケモン,9.0,0.5,エスパー,ゴースト,マジシャン,,,9,80,110,60,150,130,70
628.0,0720-001,720,1,フーパ,ときはなたれしフーパ,フーパ(ときはなたれし),pm0720_12_00_00.png,まじんポケモン,490.0,6.5,エスパー,あく,マジシャン,,,9,80,160,60,170,130,80
626.0,0721-000,721,0,ボルケニオン,,ボルケニオン,pm0721_00_00_00.png,スチームポケモン,195.0,1.7,ほのお,みず,ちょすい,,,9,80,110,120,130,90,70
675.0,0722-000,722,0,モクロー,,モクロー,pm0722_00_00_00.png,くさばねポケモン,1.5,0.3,くさ,ひこう,しんりょく,えんかく,,9,68,55,55,50,50,42
676.0,0723-000,723,0,フクスロー,,フクスロー,pm0723_00_00_00.png,はばねポケモン,16.0,0.7,くさ,ひこう,しんりょく,えんかく,,9,78,75,75,70,70,52
677.0,0724-000,724,0,ジュナイパー,,ジュナイパー,pm0724_00_00_00.png,やばねポケモン,36.6,1.6,くさ,ゴースト,しんりょく,えんかく,,9,78,107,75,100,100,70
